"DateTime";"GAP";"Others";"Kitchen";"Laundry";"Heater_AC";"Year";"Quarter";"Month";"Seasons";"Date";"Week";"Weekday";"Weekend";"DayTime";"Day";"Hour";"Minute"
2006-12-16 19:31:00;48,5333333333333;30,5333333333333;0;1;17;"2006";"Fall";"December";NA;"Dec 2006";50;"Saturday";"Weekend";"Evening";16;19;31
2006-12-16 19:32:00;43,4666666666667;25,4666666666667;0;1;17;"2006";"Fall";"December";NA;"Dec 2006";50;"Saturday";"Weekend";"Evening";16;19;32
2006-12-16 19:33:00;45,2333333333333;28,2333333333333;0;0;17;"2006";"Fall";"December";NA;"Dec 2006";50;"Saturday";"Weekend";"Evening";16;19;33
2006-12-16 19:34:00;58,9666666666667;41,9666666666667;0;1;16;"2006";"Fall";"December";NA;"Dec 2006";50;"Saturday";"Weekend";"Evening";16;19;34
2006-12-16 19:35:00;101,2;57,2;0;27;17;"2006";"Fall";"December";NA;"Dec 2006";50;"Saturday";"Weekend";"Evening";16;19;35
2006-12-16 19:36:00;75,6;57,6;0;1;17;"2006";"Fall";"December";NA;"Dec 2006";50;"Saturday";"Weekend";"Evening";16;19;36
2006-12-16 19:37:00;73,4666666666667;56,4666666666667;0;1;16;"2006";"Fall";"December";NA;"Dec 2006";50;"Saturday";"Weekend";"Evening";16;19;37
2006-12-16 19:38:00;48,5333333333333;30,5333333333333;0;1;17;"2006";"Fall";"December";NA;"Dec 2006";50;"Saturday";"Weekend";"Evening";16;19;38
2006-12-16 19:39:00;38,7666666666667;20,7666666666667;0;1;17;"2006";"Fall";"December";NA;"Dec 2006";50;"Saturday";"Weekend";"Evening";16;19;39
2006-12-16 19:40:00;37,7333333333333;19,7333333333333;0;1;17;"2006";"Fall";"December";NA;"Dec 2006";50;"Saturday";"Weekend";"Evening";16;19;40
2006-12-16 19:41:00;37,8333333333333;19,8333333333333;0;1;17;"2006";"Fall";"December";NA;"Dec 2006";50;"Saturday";"Weekend";"Evening";16;19;41
2006-12-16 19:42:00;37,6333333333333;19,6333333333333;0;1;17;"2006";"Fall";"December";NA;"Dec 2006";50;"Saturday";"Weekend";"Evening";16;19;42
2006-12-16 19:43:00;36,4666666666667;18,4666666666667;0;1;17;"2006";"Fall";"December";NA;"Dec 2006";50;"Saturday";"Weekend";"Evening";16;19;43
2006-12-16 19:44:00;49,6333333333333;31,6333333333333;0;1;17;"2006";"Fall";"December";NA;"Dec 2006";50;"Saturday";"Weekend";"Evening";16;19;44
2006-12-16 19:45:00;70;52;0;1;17;"2006";"Fall";"December";NA;"Dec 2006";50;"Saturday";"Weekend";"Evening";16;19;45
2006-12-16 19:46:00;70,0666666666667;53,0666666666667;0;1;16;"2006";"Fall";"December";NA;"Dec 2006";50;"Saturday";"Weekend";"Evening";16;19;46
2006-12-16 19:47:00;70,3;52,3;0;1;17;"2006";"Fall";"December";NA;"Dec 2006";50;"Saturday";"Weekend";"Evening";16;19;47
2006-12-16 19:48:00;46,4333333333333;27,4333333333333;0;2;17;"2006";"Fall";"December";NA;"Dec 2006";50;"Saturday";"Weekend";"Evening";16;19;48
2006-12-16 19:49:00;42,3333333333333;21,3333333333333;0;4;17;"2006";"Fall";"December";NA;"Dec 2006";50;"Saturday";"Weekend";"Evening";16;19;49
2006-12-16 19:50:00;41,6;21,6;0;3;17;"2006";"Fall";"December";NA;"Dec 2006";50;"Saturday";"Weekend";"Evening";16;19;50
2006-12-16 19:51:00;38,9333333333333;21,9333333333333;0;1;16;"2006";"Fall";"December";NA;"Dec 2006";50;"Saturday";"Weekend";"Evening";16;19;51
2006-12-16 19:52:00;38,7;21,7;0;0;17;"2006";"Fall";"December";NA;"Dec 2006";50;"Saturday";"Weekend";"Evening";16;19;52
2006-12-16 19:53:00;40,8;22,8;0;1;17;"2006";"Fall";"December";NA;"Dec 2006";50;"Saturday";"Weekend";"Evening";16;19;53
2006-12-16 19:54:00;71,6333333333333;54,6333333333333;0;1;16;"2006";"Fall";"December";NA;"Dec 2006";50;"Saturday";"Weekend";"Evening";16;19;54
2006-12-16 19:55:00;70,5;52,5;0;1;17;"2006";"Fall";"December";NA;"Dec 2006";50;"Saturday";"Weekend";"Evening";16;19;55
2006-12-16 19:56:00;70,5;52,5;0;2;16;"2006";"Fall";"December";NA;"Dec 2006";50;"Saturday";"Weekend";"Evening";16;19;56
2006-12-16 19:57:00;65,4;47,4;0;1;17;"2006";"Fall";"December";NA;"Dec 2006";50;"Saturday";"Weekend";"Evening";16;19;57
2006-12-16 19:58:00;70,3;52,3;0;1;17;"2006";"Fall";"December";NA;"Dec 2006";50;"Saturday";"Weekend";"Evening";16;19;58
2006-12-16 19:59:00;70,4;53,4;0;1;16;"2006";"Fall";"December";NA;"Dec 2006";50;"Saturday";"Weekend";"Evening";16;19;59
2006-12-16 20:00:00;67,8333333333333;49,8333333333333;0;1;17;"2006";"Fall";"December";NA;"Dec 2006";50;"Saturday";"Weekend";"Evening";16;20;0
2006-12-16 20:01:00;60,2;42,2;0;2;16;"2006";"Fall";"December";NA;"Dec 2006";50;"Saturday";"Weekend";"Evening";16;20;1
2006-12-16 20:02:00;57,6333333333333;39,6333333333333;0;1;17;"2006";"Fall";"December";NA;"Dec 2006";50;"Saturday";"Weekend";"Evening";16;20;2
2006-12-16 20:03:00;57,2333333333333;40,2333333333333;0;1;16;"2006";"Fall";"December";NA;"Dec 2006";50;"Saturday";"Weekend";"Evening";16;20;3
2006-12-16 20:04:00;56,1;38,1;0;1;17;"2006";"Fall";"December";NA;"Dec 2006";50;"Saturday";"Weekend";"Evening";16;20;4
2006-12-16 20:05:00;56,7333333333333;38,7333333333333;0;2;16;"2006";"Fall";"December";NA;"Dec 2006";50;"Saturday";"Weekend";"Evening";16;20;5
2006-12-16 20:06:00;56,3666666666667;39,3666666666667;0;0;17;"2006";"Fall";"December";NA;"Dec 2006";50;"Saturday";"Weekend";"Evening";16;20;6
2006-12-16 20:07:00;60,2666666666667;39,2666666666667;0;4;17;"2006";"Fall";"December";NA;"Dec 2006";50;"Saturday";"Weekend";"Evening";16;20;7
2006-12-16 20:08:00;57,9333333333333;37,9333333333333;0;3;17;"2006";"Fall";"December";NA;"Dec 2006";50;"Saturday";"Weekend";"Evening";16;20;8
2006-12-16 20:09:00;56,5666666666667;39,5666666666667;0;0;17;"2006";"Fall";"December";NA;"Dec 2006";50;"Saturday";"Weekend";"Evening";16;20;9
2006-12-16 20:10:00;56,6666666666667;38,6666666666667;0;1;17;"2006";"Fall";"December";NA;"Dec 2006";50;"Saturday";"Weekend";"Evening";16;20;10
2006-12-16 20:11:00;56,9;38,9;0;1;17;"2006";"Fall";"December";NA;"Dec 2006";50;"Saturday";"Weekend";"Evening";16;20;11
2006-12-16 20:12:00;57,2;40,2;0;1;16;"2006";"Fall";"December";NA;"Dec 2006";50;"Saturday";"Weekend";"Evening";16;20;12
2006-12-16 20:13:00;56,9666666666667;37,9666666666667;0;2;17;"2006";"Fall";"December";NA;"Dec 2006";50;"Saturday";"Weekend";"Evening";16;20;13
2006-12-16 20:14:00;56,5333333333333;38,5333333333333;0;1;17;"2006";"Fall";"December";NA;"Dec 2006";50;"Saturday";"Weekend";"Evening";16;20;14
2006-12-16 20:15:00;56,5666666666667;38,5666666666667;0;1;17;"2006";"Fall";"December";NA;"Dec 2006";50;"Saturday";"Weekend";"Evening";16;20;15
2006-12-16 20:16:00;56,5666666666667;39,5666666666667;0;1;16;"2006";"Fall";"December";NA;"Dec 2006";50;"Saturday";"Weekend";"Evening";16;20;16
2006-12-16 20:17:00;56,7666666666667;37,7666666666667;0;2;17;"2006";"Fall";"December";NA;"Dec 2006";50;"Saturday";"Weekend";"Evening";16;20;17
2006-12-16 20:18:00;57;39;0;1;17;"2006";"Fall";"December";NA;"Dec 2006";50;"Saturday";"Weekend";"Evening";16;20;18
2006-12-16 20:19:00;56,9666666666667;38,9666666666667;0;1;17;"2006";"Fall";"December";NA;"Dec 2006";50;"Saturday";"Weekend";"Evening";16;20;19
2006-12-16 20:20:00;57,0333333333333;39,0333333333333;0;1;17;"2006";"Fall";"December";NA;"Dec 2006";50;"Saturday";"Weekend";"Evening";16;20;20
2006-12-16 20:21:00;55,5333333333333;38,5333333333333;0;1;16;"2006";"Fall";"December";NA;"Dec 2006";50;"Saturday";"Weekend";"Evening";16;20;21
2006-12-16 20:22:00;55,2666666666667;37,2666666666667;0;1;17;"2006";"Fall";"December";NA;"Dec 2006";50;"Saturday";"Weekend";"Evening";16;20;22
2006-12-16 20:23:00;55,5666666666667;36,5666666666667;0;2;17;"2006";"Fall";"December";NA;"Dec 2006";50;"Saturday";"Weekend";"Evening";16;20;23
2006-12-16 20:24:00;54,3666666666667;37,3666666666667;0;0;17;"2006";"Fall";"December";NA;"Dec 2006";50;"Saturday";"Weekend";"Evening";16;20;24
2006-12-16 20:25:00;57,9333333333333;38,9333333333333;0;3;16;"2006";"Fall";"December";NA;"Dec 2006";50;"Saturday";"Weekend";"Evening";16;20;25
2006-12-16 20:26:00;60,3333333333333;38,3333333333333;0;5;17;"2006";"Fall";"December";NA;"Dec 2006";50;"Saturday";"Weekend";"Evening";16;20;26
2006-12-16 20:27:00;60,1666666666667;38,1666666666667;0;5;17;"2006";"Fall";"December";NA;"Dec 2006";50;"Saturday";"Weekend";"Evening";16;20;27
2006-12-16 20:28:00;60,7666666666667;38,7666666666667;0;5;17;"2006";"Fall";"December";NA;"Dec 2006";50;"Saturday";"Weekend";"Evening";16;20;28
2006-12-16 20:29:00;60,2333333333333;38,2333333333333;0;5;17;"2006";"Fall";"December";NA;"Dec 2006";50;"Saturday";"Weekend";"Evening";16;20;29
2006-12-16 20:30:00;56,8;38,8;0;2;16;"2006";"Fall";"December";NA;"Dec 2006";50;"Saturday";"Weekend";"Evening";16;20;30
2006-12-16 20:31:00;56,4666666666667;38,4666666666667;0;1;17;"2006";"Fall";"December";NA;"Dec 2006";50;"Saturday";"Weekend";"Evening";16;20;31
2006-12-16 20:32:00;56,2;37,2;0;2;17;"2006";"Fall";"December";NA;"Dec 2006";50;"Saturday";"Weekend";"Evening";16;20;32
2006-12-16 20:33:00;56,1666666666667;39,1666666666667;0;1;16;"2006";"Fall";"December";NA;"Dec 2006";50;"Saturday";"Weekend";"Evening";16;20;33
2006-12-16 20:34:00;55,7;37,7;0;1;17;"2006";"Fall";"December";NA;"Dec 2006";50;"Saturday";"Weekend";"Evening";16;20;34
2006-12-16 20:35:00;54,7333333333333;36,7333333333333;0;2;16;"2006";"Fall";"December";NA;"Dec 2006";50;"Saturday";"Weekend";"Evening";16;20;35
2006-12-16 20:36:00;54,6;36,6;0;1;17;"2006";"Fall";"December";NA;"Dec 2006";50;"Saturday";"Weekend";"Evening";16;20;36
2006-12-16 20:37:00;56,3666666666667;37,3666666666667;0;2;17;"2006";"Fall";"December";NA;"Dec 2006";50;"Saturday";"Weekend";"Evening";16;20;37
2006-12-16 20:38:00;56,9666666666667;39,9666666666667;0;1;16;"2006";"Fall";"December";NA;"Dec 2006";50;"Saturday";"Weekend";"Evening";16;20;38
2006-12-16 20:39:00;56,6;38,6;0;1;17;"2006";"Fall";"December";NA;"Dec 2006";50;"Saturday";"Weekend";"Evening";16;20;39
2006-12-16 20:40:00;56,7666666666667;38,7666666666667;0;2;16;"2006";"Fall";"December";NA;"Dec 2006";50;"Saturday";"Weekend";"Evening";16;20;40
2006-12-16 20:41:00;56,7666666666667;38,7666666666667;0;1;17;"2006";"Fall";"December";NA;"Dec 2006";50;"Saturday";"Weekend";"Evening";16;20;41
2006-12-16 20:42:00;56,5333333333333;38,5333333333333;0;1;17;"2006";"Fall";"December";NA;"Dec 2006";50;"Saturday";"Weekend";"Evening";16;20;42
2006-12-16 20:43:00;56,3;38,3;0;2;16;"2006";"Fall";"December";NA;"Dec 2006";50;"Saturday";"Weekend";"Evening";16;20;43
2006-12-16 20:44:00;56,1333333333333;38,1333333333333;0;1;17;"2006";"Fall";"December";NA;"Dec 2006";50;"Saturday";"Weekend";"Evening";16;20;44
2006-12-16 20:45:00;55,8333333333333;38,8333333333333;0;1;16;"2006";"Fall";"December";NA;"Dec 2006";50;"Saturday";"Weekend";"Evening";16;20;45
2006-12-16 20:46:00;55,8666666666667;36,8666666666667;0;2;17;"2006";"Fall";"December";NA;"Dec 2006";50;"Saturday";"Weekend";"Evening";16;20;46
2006-12-16 20:47:00;56,0666666666667;39,0666666666667;0;1;16;"2006";"Fall";"December";NA;"Dec 2006";50;"Saturday";"Weekend";"Evening";16;20;47
2006-12-16 20:48:00;56,3333333333333;38,3333333333333;0;1;17;"2006";"Fall";"December";NA;"Dec 2006";50;"Saturday";"Weekend";"Evening";16;20;48
2006-12-16 20:49:00;56,7333333333333;38,7333333333333;0;1;17;"2006";"Fall";"December";NA;"Dec 2006";50;"Saturday";"Weekend";"Evening";16;20;49
2006-12-16 20:50:00;56,3;38,3;0;2;16;"2006";"Fall";"December";NA;"Dec 2006";50;"Saturday";"Weekend";"Evening";16;20;50
2006-12-16 20:51:00;56,4666666666667;38,4666666666667;0;1;17;"2006";"Fall";"December";NA;"Dec 2006";50;"Saturday";"Weekend";"Evening";16;20;51
2006-12-16 20:52:00;56,2666666666667;38,2666666666667;0;1;17;"2006";"Fall";"December";NA;"Dec 2006";50;"Saturday";"Weekend";"Evening";16;20;52
2006-12-16 20:53:00;54,2333333333333;38,2333333333333;0;0;16;"2006";"Fall";"December";NA;"Dec 2006";50;"Saturday";"Weekend";"Evening";16;20;53
2006-12-16 20:54:00;53,5666666666667;36,5666666666667;0;0;17;"2006";"Fall";"December";NA;"Dec 2006";50;"Saturday";"Weekend";"Evening";16;20;54
2006-12-16 20:55:00;53,3666666666667;37,3666666666667;0;0;16;"2006";"Fall";"December";NA;"Dec 2006";50;"Saturday";"Weekend";"Evening";16;20;55
2006-12-16 20:56:00;53,3666666666667;36,3666666666667;0;0;17;"2006";"Fall";"December";NA;"Dec 2006";50;"Saturday";"Weekend";"Evening";16;20;56
2006-12-16 20:57:00;53,5333333333333;37,5333333333333;0;0;16;"2006";"Fall";"December";NA;"Dec 2006";50;"Saturday";"Weekend";"Evening";16;20;57
2006-12-16 20:58:00;53,4333333333333;36,4333333333333;0;0;17;"2006";"Fall";"December";NA;"Dec 2006";50;"Saturday";"Weekend";"Evening";16;20;58
2006-12-16 20:59:00;53,5666666666667;36,5666666666667;0;0;17;"2006";"Fall";"December";NA;"Dec 2006";50;"Saturday";"Weekend";"Evening";16;20;59
2006-12-16 21:00:00;53,4333333333333;37,4333333333333;0;0;16;"2006";"Fall";"December";NA;"Dec 2006";50;"Saturday";"Weekend";"Evening";16;21;0
2006-12-16 21:01:00;53,7;36,7;0;0;17;"2006";"Fall";"December";NA;"Dec 2006";50;"Saturday";"Weekend";"Evening";16;21;1
2006-12-16 21:02:00;53,6;37,6;0;0;16;"2006";"Fall";"December";NA;"Dec 2006";50;"Saturday";"Weekend";"Evening";16;21;2
2006-12-16 21:03:00;53,6;36,6;0;0;17;"2006";"Fall";"December";NA;"Dec 2006";50;"Saturday";"Weekend";"Evening";16;21;3
2006-12-16 21:04:00;53,2333333333333;37,2333333333333;0;0;16;"2006";"Fall";"December";NA;"Dec 2006";50;"Saturday";"Weekend";"Evening";16;21;4
2006-12-16 21:05:00;54,6333333333333;37,6333333333333;0;0;17;"2006";"Fall";"December";NA;"Dec 2006";50;"Saturday";"Weekend";"Evening";16;21;5
2006-12-16 21:06:00;54,7;37,7;0;0;17;"2006";"Fall";"December";NA;"Dec 2006";50;"Saturday";"Weekend";"Evening";16;21;6
2006-12-16 21:07:00;54,8666666666667;38,8666666666667;0;0;16;"2006";"Fall";"December";NA;"Dec 2006";50;"Saturday";"Weekend";"Evening";16;21;7
2006-12-16 21:08:00;55,2666666666667;38,2666666666667;0;0;17;"2006";"Fall";"December";NA;"Dec 2006";50;"Saturday";"Weekend";"Evening";16;21;8
2006-12-16 21:09:00;56,1666666666667;39,1666666666667;0;0;17;"2006";"Fall";"December";NA;"Dec 2006";50;"Saturday";"Weekend";"Evening";16;21;9
2006-12-16 21:10:00;57;40;0;0;17;"2006";"Fall";"December";NA;"Dec 2006";50;"Saturday";"Weekend";"Evening";16;21;10
2006-12-16 21:11:00;56,8333333333333;40,8333333333333;0;0;16;"2006";"Fall";"December";NA;"Dec 2006";50;"Saturday";"Weekend";"Evening";16;21;11
2006-12-16 21:12:00;56,6666666666667;39,6666666666667;0;0;17;"2006";"Fall";"December";NA;"Dec 2006";50;"Saturday";"Weekend";"Evening";16;21;12
2006-12-16 21:13:00;56,6666666666667;39,6666666666667;0;0;17;"2006";"Fall";"December";NA;"Dec 2006";50;"Saturday";"Weekend";"Evening";16;21;13
