"","Date","Sum_GAP","Sum_Others","Sum_Kitchen","Sum_Laundry","Sum_Heater_AC","forecastAC","forecastK","forecastL","forecastTotal","OnlyforecastAC","OnlyforecastK","OnlyforecastL","OnlyforecastTotal"
"20","2007-01-20",52228.8666666667,31242.8666666667,4324,5222,11440,11282.6698881647,3176.45007523748,2825.66150710869,39560.6499419768,NA,NA,NA,NA
"21","2007-01-21",56787.7,29275.7,10346,5567,11599,9403.69614789185,3406.32242710317,3506.37792582562,39661.7936574014,NA,NA,NA,NA
"22","2007-01-22",36341.5666666667,20943.5666666667,1054,2983,11361,9607.27163313866,1787.89770364958,1869.85638419615,33639.3103518271,NA,NA,NA,NA
"23","2007-01-23",29627.3333333333,23502.3333333333,0,1064,5061,10179.0601277647,1870.81286642138,2820.70651215573,36174.1002426451,NA,NA,NA,NA
"24","2007-01-24",49797.5666666667,32109.5666666667,3464,2480,11744,10272.6138286123,2273.72548462794,3245.71438986323,36691.6375002157,NA,NA,NA,NA
"25","2007-01-25",26605.7333333333,13946.7333333333,1158,262,11239,9769.65332487149,1820.86561035513,1800.62944384951,34179.2646277922,NA,NA,NA,NA
"26","2007-01-26",26966.2,17304.2,1163,261,8238,11190.6009042959,1983.45941291908,2314.74395707938,36307.7728314032,NA,NA,NA,NA
"27","2007-01-27",34067.8666666667,16627.8666666667,1170,3896,12374,12307.0307159587,3207.03785471445,2932.82881029602,41353.916496163,NA,NA,NA,NA
"28","2007-01-28",51503.4,31995.4,3466,3997,12045,10416.7996580189,3415.26484018278,3609.86547093542,41409.2816725557,NA,NA,NA,NA
"29","2007-01-29",33044.4,16373.4,1123,294,15254,10583.5076443679,1773.06436129711,1965.49877483349,35282.9643260655,NA,NA,NA,NA
"30","2007-01-30",28463.3,17767.3,1123,1424,8149,11092.5728466209,1830.34830274161,2904.5476833569,37655.27333565,NA,NA,NA,NA
"31","2007-01-31",39395.8666666667,18393.8666666667,0,5950,15052,11097.9228675604,2206.10778158633,3314.12713593397,37952.5997655169,NA,NA,NA,NA
"32","2007-02-01",30412.6666666667,15711.6666666667,1170,386,13145,10482.2744067614,1724.95880655512,1850.4253219381,35164.7114032504,NA,NA,NA,NA
"33","2007-02-02",27795.6,16101.6,0,356,11338,11767.6506069027,1858.55828220367,2343.27045727559,36966.2938003452,NA,NA,NA,NA
"34","2007-02-03",67162.0333333333,40009.0333333333,4746,4573,17834,12727.8000123457,3052.90383922229,2938.05106459016,41639.3869207548,NA,NA,NA,NA
"35","2007-02-04",59932.3333333333,37472.3333333333,3391,4597,14472,10663.2818076958,3232.15215162335,3590.4302300693,41282.1393135001,NA,NA,NA,NA
"36","2007-02-05",27421.3333333333,16112.3333333333,896,2564,7849,10640.8671630027,1561.73551709831,1920.77890062102,34711.338539939,NA,NA,NA,NA
"37","2007-02-06",21224.6666666667,15117.6666666667,1185,405,4517,10949.5437947768,1592.0786325413,2834.66596883805,36615.936766248,NA,NA,NA,NA
"38","2007-02-07",38800.3,20002.3,3299,3513,11986,10747.1265101814,1942.67871990729,3219.95886007733,36431.7173263178,NA,NA,NA,NA
"39","2007-02-08",30023.5666666667,17274.5666666667,2226,366,10157,9920.44835078804,1438.64006261831,1733.57955336002,33158.3672072561,NA,NA,NA,NA
"40","2007-02-09",27003.3,14188.3,0,3045,9770,10995.7837747857,1552.07925528669,2206.0507229866,34480.7817662129,NA,NA,NA,NA
"41","2007-02-10",47155.4666666667,24848.4666666667,5071,2831,14405,11751.1701863874,2729.41490549375,2783.39658013156,38691.2572323948,NA,NA,NA,NA
"42","2007-02-11",59520.4666666667,39211.4666666667,2430,4765,13114,9491.39492456068,2895.1766883825,3421.83942867437,37897.9991171089,NA,NA,NA,NA
"43","2007-02-12",31293.5,17150.5,2227,399,11517,9287.2999826452,1215.11374377712,1742.21748648872,30927.4115424157,NA,NA,NA,NA
"44","2007-02-13",23575.7666666667,14491.7666666667,0,2828,6256,9431.69394970988,1239.90453049933,2650.46213961459,32477.3924470628,NA,NA,NA,NA
"45","2007-02-14",41644.5333333333,22977.5333333333,3295,3793,11579,9085.87619617321,1589.23143794883,3034.68868514399,31991.7866137336,NA,NA,NA,NA
"46","2007-02-15",33089.1,16698.1,0,2363,14028,8139.74999482564,1088.31132793092,1551.94574701273,28477.266095585,NA,NA,NA,NA
"47","2007-02-16",28375.4666666667,17679.4666666667,1148,859,8689,9122.17785179705,1209.29837373052,2032.75821086805,29624.4697482045,NA,NA,NA,NA
"48","2007-02-17",34615.2,23467.2,1765,2226,7157,9813.24691427831,2398.57296465901,2623.02831730783,33730.0610499895,NA,NA,NA,NA
"49","2007-02-18",63829.3666666667,36590.3666666667,6107,8003,13129,7519.21280644534,2580.55156336748,3278.73588922655,32905.1355501451,NA,NA,NA,NA
"50","2007-02-19",36443.5666666667,18824.5666666667,1634,2900,13085,7311.7750593411,920.797453419515,1620.36310864795,25977.4451991843,NA,NA,NA,NA
"51","2007-02-20",52498.8,35536.8,2058,5191,9713,7483.97415604895,969.734403382355,2553.38178271178,27644.6658148799,NA,NA,NA,NA
"52","2007-02-21",34547.9,17140.9,3527,2332,11548,7196.71537328622,1346.72642585784,2965.35684182879,27348.8599472139,NA,NA,NA,NA
"53","2007-02-22",56157.9666666667,38368.9666666667,1409,4129,12251,6338.89589933162,876.614654442816,1512.71086681154,24093.4040714715,NA,NA,NA,NA
"54","2007-02-23",21891.3333333333,10602.3333333333,0,503,10786,7437.78793348191,1031.12753170521,2025.284040537,25564.2102265403,NA,NA,NA,NA
"55","2007-02-24",11915.3666666667,7990.36666666667,0,363,3562,8271.34472788489,2256.17788443903,2648.25366380291,30051.8988090081,NA,NA,NA,NA
"56","2007-02-25",8362.33333333333,6373.33333333333,0,329,1660,6143.19671048199,2475.68156882492,3336.85367684673,29660.3505830374,NA,NA,NA,NA
"57","2007-02-26",9474.73333333333,6313.73333333333,0,331,2830,6121.98937314423,854.677412007096,1710.81904954314,23209.1011760041,NA,NA,NA,NA
"58","2007-02-27",8635.2,6397.2,0,314,1924,6497.35124004045,943.050264277333,2674.89242490841,25386.7997359794,NA,NA,NA,NA
"59","2007-02-28",8679.56666666667,6366.56666666667,0,340,1973,6426.49521584179,1359.62013335816,3115.94621801451,25625.8789792308,NA,NA,NA,NA
"60","2007-03-01",8626.06666666667,6330.06666666667,0,316,1980,5794.42779020627,928.688226802537,1689.76445545133,22919.7002017743,NA,NA,NA,NA
"61","2007-03-02",8594.8,6285.8,0,340,1969,7124.41673372791,1121.45591350475,2225.61828326729,24943.9978456628,NA,NA,NA,NA
"62","2007-03-03",13652.0333333333,8708.03333333333,0,347,4597,8190.38216563314,2383.3300174124,2868.19887234046,29979.2747815541,NA,NA,NA,NA
"63","2007-03-04",34845,15250,1476,8711,9408,6291.97609590525,2637.74898518499,3572.34782048333,30119.5709436979,NA,NA,NA,NA
"64","2007-03-05",44338.8666666667,16476.8666666667,5727,12109,10026,6494.00018689983,1049.30953815232,1957.50964945126,24175.0634288405,NA,NA,NA,NA
"65","2007-03-06",20775,14335,0,1740,4700,7082.44825617382,1167.49553308101,2928.24360106881,26825.7149739886,NA,NA,NA,NA
"66","2007-03-07",39586.7666666667,18236.7666666667,1076,4761,15513,7211.17521594524,1610.77194086421,3371.34784275983,27496.1137948102,NA,NA,NA,NA
"67","2007-03-08",26202.2,13982.2,2180,3385,6655,6762.16554773772,1203.13473376163,1942.64036575267,25172.7647277927,NA,NA,NA,NA
"68","2007-03-09",21210.2,11141.2,1093,345,8631,8256.0508257031,1415.53268327467,2471.53059131793,27525.6533348598,NA,NA,NA,NA
"69","2007-03-10",41411.8666666667,20880.8666666667,4130,5422,10979,9464.54032556432,2693.17449722977,3102.9455864266,32830.7319589261,NA,NA,NA,NA
"70","2007-03-11",58010.6,40280.6,4810,3420,9500,7685.52927051005,2959.35587573056,3792.05123986894,33178.7489928061,NA,NA,NA,NA
"71","2007-03-12",32511.1333333333,15914.1333333333,1403,2841,12353,7982.53420490974,1378.58615351091,2158.69331911852,27377.8789138311,NA,NA,NA,NA
"72","2007-03-13",21502.4,10970.4,1350,3859,5323,8640.74205803193,1500.31632681451,3107.89599433205,30107.5934991476,NA,NA,NA,NA
"73","2007-03-14",29889.4,17317.4,3485,480,8607,8813.67491347293,1943.03145824096,3526.971370122,30792.8019816991,NA,NA,NA,NA
"74","2007-03-15",31413.5666666667,17114.5666666667,0,3263,11036,8383.44417310816,1530.79834716538,2072.28477194723,28421.7543508116,NA,NA,NA,NA
"75","2007-03-16",28367.5666666667,17287.5666666667,1106,4604,5370,9871.24444886701,1734.68456429153,2573.81028737261,30667.299375072,NA,NA,NA,NA
"76","2007-03-17",33801.5,18959.5,2208,359,12275,11049.7522510493,3000.06238044774,3177.040952641,35809.2655832204,NA,NA,NA,NA
"77","2007-03-18",39517.4333333333,19728.4333333333,6564,7369,5856,9218.19522324575,3250.43226674598,3837.69441497135,35943.1666876894,NA,NA,NA,NA
"78","2007-03-19",35875.3,17423.3,1648,2686,14118,9441.74274296615,1650.5457259328,2176.13944630723,29882.6928427364,NA,NA,NA,NA
"79","2007-03-20",34770.4666666667,16933.4666666667,3745,2837,11255,10007.5058642401,1750.12933686807,3097.88131257223,32313.2089903201,NA,NA,NA,NA
"80","2007-03-21",35701.5333333333,17368.5333333333,1865,4133,12335,10071.1500774511,2167.97308054485,3490.65990635594,32666.4085207251,NA,NA,NA,NA
"81","2007-03-22",24249.6333333333,12698.6333333333,353,736,10462,9517.09602803253,1728.47389469386,2011.20569794262,29937.3881744687,NA,NA,NA,NA
"82","2007-03-23",21816.8,11543.8,1127,777,8369,10868.9599461071,1903.05060712882,2489.78824213079,31805.9723765251,NA,NA,NA,NA
"83","2007-03-24",49473.8333333333,23587.8333333333,3707,5797,16382,11901.9001872479,3137.44381284785,3072.12179408757,36558.9428783465,NA,NA,NA,NA
"84","2007-03-25",55602.0666666667,38014.0666666667,4630,3600,9358,9917.63685238108,3355.53539571173,3714.06894735615,36298.6020094478,NA,NA,NA,NA
"85","2007-03-26",23601.3666666667,13073.3666666667,1088,344,9096,9983.79637700224,1722.46746630462,2036.06767113666,29845.1340847515,NA,NA,NA,NA
"86","2007-03-27",18419,11703,0,3019,3697,10389.8699663705,1788.3625994487,2943.6196719305,31889.9888889258,NA,NA,NA,NA
"87","2007-03-28",38898.3,15361.3,1122,8527,13888,10293.7900632617,2172.40843307214,3324.39383148226,31870.4375888725,NA,NA,NA,NA
"88","2007-03-29",26506.7666666667,14160.7666666667,1162,460,10724,9582.10050032492,1699.39756273196,1834.98954867649,28786.5685415283,NA,NA,NA,NA
"89","2007-03-30",23373.2333333333,13594.2333333333,1094,468,8217,10780.372393988,1841.13886577414,2305.49443205343,30322.5521243424,NA,NA,NA,NA
"90","2007-03-31",58491.8333333333,30482.8333333333,2620,7707,17682,11665.5322809103,3043.75380314212,2881.40055181933,34768.8307934479,NA,NA,NA,NA
"91","2007-04-01",46432.5333333333,16893.5333333333,4629,5401,19509,9540.86937014295,3231.49238460345,3518.31977783059,34230.6624104997,NA,NA,NA,NA
"92","2007-04-02",32679.6333333333,13313.6333333333,1755,970,16641,9475.37352479429,1569.84855830631,1836.42316420236,27530.4805659764,NA,NA,NA,NA
"93","2007-04-03",27380.3333333333,15071.3333333333,3630,1042,7637,9759.6924117211,1609.27690428112,2740.94187305842,29361.2944940782,NA,NA,NA,NA
"94","2007-04-04",34197.8,15595.8,3434,420,14748,9552.71142960152,1969.27369847468,3119.28295422339,29161.2771590373,NA,NA,NA,NA
"95","2007-04-05",30734.6333333333,14848.6333333333,1086,4277,10523,8741.7313815201,1474.91329681043,1627.80438492538,25930.8068384379,NA,NA,NA,NA
"96","2007-04-06",26685.6666666667,12053.6666666667,0,5466,9166,9852.89518308397,1598.25599986319,2096.38341740598,27353.7889025053,NA,NA,NA,NA
"97","2007-04-07",25898.7333333333,15737.7333333333,1127,3111,5923,10663.5292935849,2785.64098453338,2670.34208192384,31719.91136871,NA,NA,NA,NA
"98","2007-04-08",26813.6,22783.6,0,485,3545,8477.16591413146,2961.49903869022,3305.17005917969,31133.2595429657,NA,NA,NA,NA
"99","2007-04-09",16682,9700,2667,514,3801,8362.89675354474,1291.46492061884,1620.96962865343,24414.7507332079,NA,NA,NA,NA
"100","2007-04-10",12956.0666666667,9433.06666666667,209,742,2572,8611.34603315132,1326.09129368763,2522.95999799051,26255.6089680054,NA,NA,NA,NA
"101","2007-04-11",14791.3666666667,7258.36666666667,0,1112,6421,8381.26564663749,1684.92738091279,2898.59421484618,26092.0257993316,NA,NA,NA,NA
"102","2007-04-12",8961.76666666667,6602.76666666667,0,541,1818,7559.72684306239,1193.05337238281,1404.33302578549,22922.2702540628,NA,NA,NA,NA
"103","2007-04-13",9183.7,6637.7,0,558,1988,8672.5592416427,1322.48683167486,1870.20976754755,24428.0726764276,NA,NA,NA,NA
"104","2007-04-14",9237.8,6651.8,0,578,2008,9496.70251314036,2519.47477224046,2441.75025123111,28896.9344423409,NA,NA,NA,NA
"105","2007-04-15",12102.7333333333,8183.73333333333,0,1026,2893,7335.2365576002,2708.30621966133,3074.68803839339,28430.787655575,NA,NA,NA,NA
"106","2007-04-16",15873.1666666667,8960.16666666667,952,1305,4656,7256.74090705264,1054.42515359643,1389.40006683384,21848.4650336653,NA,NA,NA,NA
"107","2007-04-17",20395.5666666667,12275.5666666667,1532,389,6199,7551.27109192797,1108.14583960657,2291.4002402218,23840.6535491789,NA,NA,NA,NA
"108","2007-04-18",16637.4333333333,11273.4333333333,1579,355,3430,7376.95508632367,1488.73374193735,2668.44454119429,23840.2080861629,NA,NA,NA,NA
"109","2007-04-19",17144.3,9058.3,733,1605,5748,6620.18452050861,1020.94307449412,1177.29242618607,20843.6284628447,NA,NA,NA,NA
"110","2007-04-20",13709.6666666667,8781.66666666667,1069,360,3499,7806.05188941419,1176.42724458159,1648.25900747645,22530.9856217892,NA,NA,NA,NA
"111","2007-04-21",27894.2666666667,9727.26666666667,6575,463,11129,8710.69959510981,2401.0358420963,2227.12241317005,27188.2200541267,NA,NA,NA,NA
"112","2007-04-22",37228.5666666667,19575.5666666667,4264,2287,11102,6636.34721292469,2618.6329487501,2869.82715239027,26915.7840430224,NA,NA,NA,NA
"113","2007-04-23",17576.1,9663.1,1402,506,6005,6650.64830067913,994.21659439946,1196.90885588598,20531.0895944666,NA,NA,NA,NA
"114","2007-04-24",17201.6666666667,8869.66666666667,1125,527,6680,7042.66508443624,1077.64127898459,2113.97838962105,22721.9834352062,NA,NA,NA,NA
"115","2007-04-25",21069.3666666667,10788.3666666667,0,1469,8812,6969.46470749481,1487.70663382131,2508.81924270262,22921.3970918704,NA,NA,NA,NA
"116","2007-04-26",21257.7666666667,10925.7666666667,1324,1845,7163,6316.31225027529,1048.70314320985,1038.14323849953,20124.4374404124,NA,NA,NA,NA
"117","2007-04-27",18238.8666666667,11165.8666666667,1772,545,4756,7607.11219644151,1231.83101995595,1532.13930182783,22009.745077638,NA,NA,NA,NA
"118","2007-04-28",378.966666666667,360.966666666667,0,18,0,8616.764530673,2482.50571340321,2136.3798320123,26861.7752730996,NA,NA,NA,NA
"119","2007-04-30",7013.7,4168.7,1214,500,1131,6761.76059078404,1121.49474420621,1162.75449902624,20578.4930860547,NA,NA,NA,NA
"120","2007-05-01",27730.9666666667,14184.9666666667,4005,995,8546,7251.16962622084,1223.96268025676,2110.25221445794,22945.1234227235,NA,NA,NA,NA
"121","2007-05-02",16724.7666666667,11473.7666666667,7,1490,3754,7270.16814215734,1650.11037526208,2536.31833061039,23310.5000543286,NA,NA,NA,NA
"122","2007-05-03",18170.6333333333,6703.63333333333,1906,1725,7836,6702.71927332005,1224.006824475,1097.13293494763,20667.9392322156,NA,NA,NA,NA
"123","2007-05-04",16635.4666666667,9848.46666666667,2259,538,3990,8071.47575719458,1416.69196821656,1622.31802258224,22694.2777082579,NA,NA,NA,NA
"124","2007-05-05",26050.8666666667,9341.86666666667,2913,2493,11303,9150.16152722328,2673.48599838146,2256.8579500179,27672.1872898828,NA,NA,NA,NA
"125","2007-05-06",35035.0666666667,20776.0666666667,3215,949,10095,7238.63541672931,2917.81854804489,2955.81944648786,27698.8450329371,NA,NA,NA,NA
"126","2007-05-07",27394.4,12080.4,946,4935,9433,7402.287619035,1314.35729500458,1338.79612633132,21588.420735769,NA,NA,NA,NA
"127","2007-05-08",29821.5333333333,14452.5333333333,4581,2011,8777,7928.05636225912,1412.73763179921,2310.41497067848,24025.6023356915,NA,NA,NA,NA
"128","2007-05-09",27762.2666666667,9639.26666666667,3018,5631,9474,7971.0674342144,1831.65624880704,2757.45806302547,24440.3058945465,NA,NA,NA,NA
"129","2007-05-10",11798.0666666667,7057.06666666667,946,534,3261,7414.87056785071,1395.41937111286,1335.6439416897,21824.8337325488,NA,NA,NA,NA
"130","2007-05-11",16319.2333333333,8431.23333333333,926,491,6471,8781.92305737629,1575.36161573456,1874.20256659407,23855.3057931724,NA,NA,NA,NA
"131","2007-05-12",24026.1,10296.1,2247,1075,10408,9845.9854198041,2817.14888008758,2517.80768781568,28814.0163724893,NA,NA,NA,NA
"132","2007-05-13",27245.6333333333,12261.6333333333,3612,2414,8958,7907.19433444227,3044.59984351336,3221.30676004303,28798.1402639807,NA,NA,NA,NA
"133","2007-05-14",24463.0333333333,13353.0333333333,3176,2417,5517,8031.46292292571,1422.80577404442,1604.1730305881,22622.2482442787,NA,NA,NA,NA
"134","2007-05-15",15073.2,9347.2,0,408,5318,8506.49538613679,1501.85048731826,2571.01701834344,24971.8509786628,NA,NA,NA,NA
"135","2007-05-16",28215.7333333333,11169.7333333333,2213,5756,9077,8488.41835251031,1900.89352735551,3008.71049028903,25278.1167863642,NA,NA,NA,NA
"136","2007-05-17",20530.2666666667,9756.26666666667,1014,2073,7687,7862.00284422437,1444.70755635025,1573.16719897608,22535.0259052188,NA,NA,NA,NA
"137","2007-05-18",27192.1666666667,11893.1666666667,3270,3913,8116,9151.12731499627,1605.08618389632,2093.91436112363,24420.7857874444,NA,NA,NA,NA
"138","2007-05-19",23824.0333333333,11589.0333333333,4683,530,7022,10131.146849833,2828.13592082288,2716.01873027404,29220.1594057609,NA,NA,NA,NA
"139","2007-05-20",32805.4666666667,18041.4666666667,5420,1733,7611,8103.93422534406,3038.08711716293,3394.8075550133,29033.1308800874,NA,NA,NA,NA
"140","2007-05-21",18667.7,9139.7,0,468,9060,8137.24354190367,1400.40384987836,1750.30927541687,22677.3690242729,NA,NA,NA,NA
"141","2007-05-22",18880.8666666667,9999.86666666667,931,3966,3984,8520.68426181758,1465.49486894526,2687.75147185539,24841.708968631,NA,NA,NA,NA
"142","2007-05-23",24415.6,11548.6,956,3792,8119,8412.30897461992,1852.74062283815,3094.66953284795,24961.8223084425,NA,NA,NA,NA
"143","2007-05-24",19239.8,9422.8,955,4116,4746,7698.78988700607,1387.16902321111,1627.67071849016,22034.2224303644,NA,NA,NA,NA
"144","2007-05-25",26903.6666666667,11718.6666666667,8060,586,6539,8905.83567732795,1540.71345013999,2116.98805457804,23740.6671872981,NA,NA,NA,NA
"145","2007-05-26",25204.1333333333,11449.1333333333,2373,2754,8628,9810.51505180688,2759.5497412082,2708.38839309431,28369.3776469536,NA,NA,NA,NA
"146","2007-05-27",35896.8,15552.8,4366,5534,10444,7716.25397393176,2967.90566984101,3357.87542821721,28023.6174650793,NA,NA,NA,NA
"147","2007-05-28",27291.1333333333,12678.1333333333,4554,473,9586,7692.15853870038,1331.17122546328,1686.1130181908,21524.0724681837,NA,NA,NA,NA
"148","2007-05-29",17689,11450,0,1907,4332,8028.95253534163,1399.61181076341,2598.90681057647,23562.2531421095,NA,NA,NA,NA
"149","2007-05-30",26831.1,10829.1,2250,5948,7804,7885.53414100039,1792.44762505454,2984.29809274544,23575.0693796574,NA,NA,NA,NA
"150","2007-05-31",15642.5,10678.5,935,477,3552,7149.12774014108,1334.3903442273,1499.31495801208,20561.8442156378,NA,NA,NA,NA
"151","2007-06-01",17415.3,9268.3,0,483,7664,8345.68334891355,1497.05337071643,1974.51558252843,22205.5952189098,NA,NA,NA,NA
"152","2007-06-02",24739.3666666667,11885.3666666667,3971,1250,7633,9252.19063614758,2726.24929856733,2555.88824532495,26795.2395758523,NA,NA,NA,NA
"153","2007-06-03",35133.7666666667,14285.7666666667,4985,7529,8334,7171.67495611375,2945.80932983911,3199.54910438382,26434.1510167014,NA,NA,NA,NA
"154","2007-06-04",15193.6333333333,8239.63333333333,1585,836,4533,7172.52758084493,1320.70440358642,1526.16322402286,19942.5326854264,NA,NA,NA,NA
"155","2007-06-05",24314.8666666667,12355.8666666667,4484,1027,6448,7544.45915223513,1400.76986489279,2441.42691278819,22010.8291513192,NA,NA,NA,NA
"156","2007-06-06",28227.3,12406.3,3329,829,11663,7445.08052895518,1804.79663507134,2833.16527042732,22074.3269352512,NA,NA,NA,NA
"157","2007-06-07",16416.7,10773.7,985,699,3959,6760.08651388708,1357.0796738577,1358.08992683246,19130.2098074318,NA,NA,NA,NA
"158","2007-06-08",35800.7666666667,10181.7666666667,2799,11440,11380,8013.69420099321,1528.83968433454,1846.35157924767,20858.8965696388,NA,NA,NA,NA
"159","2007-06-09",17663.5666666667,9625.56666666667,852,596,6590,8981.00197798671,2765.53138906492,2443.4516959816,25546.315936537,NA,NA,NA,NA
"160","2007-06-10",22346.8666666667,10237.8666666667,4202,1924,5983,6963.03545423083,2990.67281190471,3104.95406708291,25292.5448203177,NA,NA,NA,NA
"161","2007-06-11",13244.2333333333,7429.23333333333,0,487,5328,7026.13119444684,1368.97504868464,1450.92130689717,18914.2718957033,NA,NA,NA,NA
"162","2007-06-12",15312.7666666667,9057.76666666667,1882,475,3898,7457.94584552345,1450.07410777867,2386.41393020223,21098.3071056548,NA,NA,NA,NA
"163","2007-06-13",15454.5333333333,8424.53333333333,957,857,5216,7414.09331184669,1852.62757435031,2798.60542895985,21276.2837026317,NA,NA,NA,NA
"164","2007-06-14",20984.7333333333,8461.73333333333,3322,2147,7054,6778.3839013924,1400.86672693054,1343.55784032623,18441.8161451406,NA,NA,NA,NA
"165","2007-06-15",16493.4,5666.4,2269,4011,4547,8073.31561867788,1566.01994543492,1850.7919138025,20271.9385551182,NA,NA,NA,NA
"166","2007-06-16",33629.3666666667,14734.3666666667,3289,4498,11108,9072.48212435589,2793.62068145651,2465.21575526893,25049.4753636259,NA,NA,NA,NA
"167","2007-06-17",32451.5,14555.5,4124,5038,8734,7075.66220491066,3007.33442411744,3141.85216019137,24871.7675747316,NA,NA,NA,NA
"168","2007-06-18",11307.9,6537.9,0,529,4241,7148.24034065135,1372.08420027332,1500.28930807736,18553.213851394,NA,NA,NA,NA
"169","2007-06-19",14039.3333333333,8174.33333333333,973,535,4357,7577.24483987803,1437.77630200423,2445.19205526711,20778.8446980162,NA,NA,NA,NA
"170","2007-06-20",17904.7666666667,8449.76666666667,1761,2588,5106,7518.00528286089,1823.38916010352,2863.4269268877,20979.0743098318,NA,NA,NA,NA
"171","2007-06-21",13449.1,6406.1,932,2400,3711,6854.40252360917,1353.51620685371,1410.8450406611,18146.8918151003,NA,NA,NA,NA
"172","2007-06-22",9438.23333333333,5005.23333333333,0,951,3482,8109.36101093415,1499.77882517229,1916.8568872739,19959.3155032986,NA,NA,NA,NA
"173","2007-06-23",7959.43333333333,4771.43333333333,0,786,2402,9057.24780974409,2708.12294991157,2526.36274190618,24699.7610777954,NA,NA,NA,NA
"174","2007-06-24",11910.9333333333,7670.93333333333,0,791,3449,6998.9433101696,2902.63407809216,3194.47889832515,24466.7473194574,NA,NA,NA,NA
"175","2007-06-25",17870.0333333333,7448.03333333333,1985,3621,4816,7001.23363958035,1248.6505703028,1540.98445943754,18076.3988762733,NA,NA,NA,NA
"176","2007-06-26",15748.4666666667,8212.46666666667,971,1334,5231,7352.81194607289,1296.47728948187,2470.82606310574,20215.9655077888,NA,NA,NA,NA
"177","2007-06-27",24680.4333333333,8356.43333333333,2603,6451,7270,7210.89125477293,1665.44415550533,2871.23386127018,20318.504735095,NA,NA,NA,NA
"178","2007-06-28",21590.6333333333,7681.63333333333,0,4368,9541,6461.403334833,1180.49427149279,1398.49327161848,17379.9876313352,NA,NA,NA,NA
"179","2007-06-29",21736.6333333333,9909.63333333333,4363,667,6797,7629.43472976505,1313.53110358368,1882.50677079921,19080.6618870007,NA,NA,NA,NA
"180","2007-06-30",22255.2333333333,10038.2333333333,3049,792,8376,8491.56588540205,2510.72551218538,2468.70989975565,23707.3179226553,NA,NA,NA,NA
"181","2007-07-01",17111.0666666667,10716.0666666667,969,736,4690,6350.88003673261,2696.3241774107,3112.78210394504,23361.8885479889,NA,NA,NA,NA
